
begin to compute gravity matrix
computing 3080-th point: lon=98.599996 lat=23.823561
computing 5440-th point: lon=99.466699 lat=24.022661
computing 679-th point: lon=97.733300 lat=24.985007
computing 7880-th point: lon=100.366700 lat=24.586746
computing 3081-th point: lon=98.599996 lat=23.790311
computing 680-th point: lon=97.733300 lat=24.951853
computing 5441-th point: lon=99.466699 lat=23.989411
computing 3082-th point: lon=98.599996 lat=23.757164
computing 681-th point: lon=97.733300 lat=24.918693
computing 7881-th point: lon=100.366700 lat=24.553592
computing 5442-th point: lon=99.466699 lat=23.956264
computing 682-th point: lon=97.733300 lat=24.885437
computing 5443-th point: lon=99.466699 lat=23.923111
computing 3083-th point: lon=98.599996 lat=23.724018
computing 7882-th point: lon=100.366700 lat=24.520438
computing 683-th point: lon=97.733300 lat=24.852283
computing 5444-th point: lon=99.466699 lat=23.889861
computing 3084-th point: lon=98.599996 lat=23.690768
computing 684-th point: lon=97.733300 lat=24.819129
computing 5445-th point: lon=99.466699 lat=23.856714
computing 3085-th point: lon=98.599996 lat=23.657614
computing 685-th point: lon=97.733300 lat=24.785873
computing 7883-th point: lon=100.366700 lat=24.487189
computing 5446-th point: lon=99.466699 lat=23.823561
computing 3086-th point: lon=98.599996 lat=23.624468
computing 686-th point: lon=97.733300 lat=24.752719
computing 5447-th point: lon=99.466699 lat=23.790311
computing 3087-th point: lon=98.599996 lat=23.591218
computing 7884-th point: lon=100.366700 lat=24.454035
computing 687-th point: lon=97.733300 lat=24.719565
computing 5448-th point: lon=99.466699 lat=23.757164
computing 3088-th point: lon=98.599996 lat=23.558078
computing 688-th point: lon=97.733300 lat=24.686309
computing 7885-th point: lon=100.366700 lat=24.420881
computing 689-th point: lon=97.733300 lat=24.653155
computing 3089-th point: lon=98.599996 lat=23.524924
computing 5449-th point: lon=99.466699 lat=23.724018
computing 690-th point: lon=97.733300 lat=24.620002
computing 3090-th point: lon=98.599996 lat=23.491682
computing 7886-th point: lon=100.366700 lat=24.387625
computing 691-th point: lon=97.733300 lat=24.586746
computing 5450-th point: lon=99.466699 lat=23.690768
computing 692-th point: lon=97.733300 lat=24.553592
computing 3091-th point: lon=98.599996 lat=23.458535
computing 7887-th point: lon=100.366700 lat=24.354478
computing 5451-th point: lon=99.466699 lat=23.657614
computing 693-th point: lon=97.733300 lat=24.520438
computing 3092-th point: lon=98.599996 lat=23.425381
computing 5452-th point: lon=99.466699 lat=23.624468
computing 694-th point: lon=97.733300 lat=24.487189
computing 3093-th point: lon=98.599996 lat=23.392139
computing 7888-th point: lon=100.366700 lat=24.321324
computing 5453-th point: lon=99.466699 lat=23.591218
computing 695-th point: lon=97.733300 lat=24.454035
computing 3094-th point: lon=98.599996 lat=23.358992
computing 5454-th point: lon=99.466699 lat=23.558078
computing 696-th point: lon=97.733300 lat=24.420881
computing 7889-th point: lon=100.366700 lat=24.288068
computing 5455-th point: lon=99.466699 lat=23.524924
computing 697-th point: lon=97.733300 lat=24.387625
computing 3095-th point: lon=98.633300 lat=26.345977
computing 698-th point: lon=97.733300 lat=24.354478
computing 7890-th point: lon=100.366700 lat=24.254921
computing 5456-th point: lon=99.466699 lat=23.491682
computing 3096-th point: lon=98.633300 lat=26.312809
computing 699-th point: lon=97.733300 lat=24.321324
computing 5457-th point: lon=99.466699 lat=23.458535
computing 700-th point: lon=97.733300 lat=24.288068
computing 7891-th point: lon=100.366700 lat=24.221768
computing 5458-th point: lon=99.466699 lat=23.425381
computing 3097-th point: lon=98.633300 lat=26.279546
computing 701-th point: lon=97.733300 lat=24.254921
computing 5459-th point: lon=99.466699 lat=23.392139
computing 7892-th point: lon=100.366700 lat=24.188518
computing 702-th point: lon=97.733300 lat=24.221768
computing 3098-th point: lon=98.633300 lat=26.246386
computing 703-th point: lon=97.733300 lat=24.188518
computing 5460-th point: lon=99.466699 lat=23.358992
computing 7893-th point: lon=100.366700 lat=24.155364
computing 704-th point: lon=97.733300 lat=24.155364
computing 3099-th point: lon=98.633300 lat=26.213219
computing 5461-th point: lon=99.500003 lat=26.345977
computing 705-th point: lon=97.733300 lat=24.122211
computing 7894-th point: lon=100.366700 lat=24.122211
computing 5462-th point: lon=99.500003 lat=26.312809
computing 706-th point: lon=97.733300 lat=24.088961
computing 3100-th point: lon=98.633300 lat=26.179955
computing 5463-th point: lon=99.500003 lat=26.279546
computing 707-th point: lon=97.733300 lat=24.055814
computing 7895-th point: lon=100.366700 lat=24.088961
computing 5464-th point: lon=99.500003 lat=26.246386
computing 3101-th point: lon=98.633300 lat=26.146795
computing 708-th point: lon=97.733300 lat=24.022661
computing 5465-th point: lon=99.500003 lat=26.213219
computing 709-th point: lon=97.733300 lat=23.989411
computing 7896-th point: lon=100.366700 lat=24.055814
computing 3102-th point: lon=98.633300 lat=26.113634
computing 5466-th point: lon=99.500003 lat=26.179955
computing 710-th point: lon=97.733300 lat=23.956264
computing 5467-th point: lon=99.500003 lat=26.146795
computing 7897-th point: lon=100.366700 lat=24.022661
computing 711-th point: lon=97.733300 lat=23.923111
computing 3103-th point: lon=98.633300 lat=26.080365
computing 5468-th point: lon=99.500003 lat=26.113634
computing 712-th point: lon=97.733300 lat=23.889861
computing 5469-th point: lon=99.500003 lat=26.080365
computing 3104-th point: lon=98.633300 lat=26.047204
computing 713-th point: lon=97.733300 lat=23.856714
computing 7898-th point: lon=100.366700 lat=23.989411
computing 5470-th point: lon=99.500003 lat=26.047204
computing 714-th point: lon=97.733300 lat=23.823561
computing 3105-th point: lon=98.633300 lat=26.014043
computing 5471-th point: lon=99.500003 lat=26.014043
computing 7899-th point: lon=100.366700 lat=23.956264
computing 715-th point: lon=97.733300 lat=23.790311
computing 716-th point: lon=97.733300 lat=23.757164
computing 5472-th point: lon=99.500003 lat=25.980780
computing 7900-th point: lon=100.366700 lat=23.923111
computing 3106-th point: lon=98.633300 lat=25.980780
computing 5473-th point: lon=99.500003 lat=25.947620
computing 717-th point: lon=97.733300 lat=23.724018
computing 5474-th point: lon=99.500003 lat=25.914459
computing 718-th point: lon=97.733300 lat=23.690768
computing 7901-th point: lon=100.366700 lat=23.889861
computing 3107-th point: lon=98.633300 lat=25.947620
computing 5475-th point: lon=99.500003 lat=25.881196
computing 719-th point: lon=97.733300 lat=23.657614
computing 720-th point: lon=97.733300 lat=23.624468
computing 5476-th point: lon=99.500003 lat=25.848036
computing 7902-th point: lon=100.366700 lat=23.856714
computing 3108-th point: lon=98.633300 lat=25.914459
computing 721-th point: lon=97.733300 lat=23.591218
computing 5477-th point: lon=99.500003 lat=25.814868
computing 7903-th point: lon=100.366700 lat=23.823561
computing 722-th point: lon=97.733300 lat=23.558078
computing 3109-th point: lon=98.633300 lat=25.881196
computing 5478-th point: lon=99.500003 lat=25.781612
computing 723-th point: lon=97.733300 lat=23.524924
computing 5479-th point: lon=99.500003 lat=25.748451
computing 7904-th point: lon=100.366700 lat=23.790311
computing 3110-th point: lon=98.633300 lat=25.848036
computing 724-th point: lon=97.733300 lat=23.491682
computing 5480-th point: lon=99.500003 lat=25.715291
computing 725-th point: lon=97.733300 lat=23.458535
computing 5481-th point: lon=99.500003 lat=25.682028
computing 7905-th point: lon=100.366700 lat=23.757164
computing 3111-th point: lon=98.633300 lat=25.814868
computing 726-th point: lon=97.733300 lat=23.425381
computing 5482-th point: lon=99.500003 lat=25.648867
computing 727-th point: lon=97.733300 lat=23.392139
computing 3112-th point: lon=98.633300 lat=25.781612
computing 5483-th point: lon=99.500003 lat=25.615707
computing 7906-th point: lon=100.366700 lat=23.724018
computing 728-th point: lon=97.733300 lat=23.358992
computing 5484-th point: lon=99.500003 lat=25.582451
computing 729-th point: lon=97.766699 lat=26.345977
computing 3113-th point: lon=98.633300 lat=25.748451
computing 7907-th point: lon=100.366700 lat=23.690768
computing 5485-th point: lon=99.500003 lat=25.549290
computing 730-th point: lon=97.766699 lat=26.312809
computing 5486-th point: lon=99.500003 lat=25.516129
computing 731-th point: lon=97.766699 lat=26.279546
computing 7908-th point: lon=100.366700 lat=23.657614
computing 3114-th point: lon=98.633300 lat=25.715291
computing 5487-th point: lon=99.500003 lat=25.482873
computing 732-th point: lon=97.766699 lat=26.246386
computing 5488-th point: lon=99.500003 lat=25.449713
computing 7909-th point: lon=100.366700 lat=23.624468
computing 3115-th point: lon=98.633300 lat=25.682028
computing 733-th point: lon=97.766699 lat=26.213219
computing 5489-th point: lon=99.500003 lat=25.416552
computing 734-th point: lon=97.766699 lat=26.179955
computing 7910-th point: lon=100.366700 lat=23.591218
computing 5490-th point: lon=99.500003 lat=25.383296
computing 3116-th point: lon=98.633300 lat=25.648867
computing 735-th point: lon=97.766699 lat=26.146795
computing 5491-th point: lon=99.500003 lat=25.350135
computing 736-th point: lon=97.766699 lat=26.113634
computing 7911-th point: lon=100.366700 lat=23.558078
computing 3117-th point: lon=98.633300 lat=25.615707
computing 737-th point: lon=97.766699 lat=26.080365
computing 5492-th point: lon=99.500003 lat=25.316975
computing 738-th point: lon=97.766699 lat=26.047204
computing 7912-th point: lon=100.366700 lat=23.524924
computing 3118-th point: lon=98.633300 lat=25.582451
computing 739-th point: lon=97.766699 lat=26.014043
computing 5493-th point: lon=99.500003 lat=25.283719
computing 740-th point: lon=97.766699 lat=25.980780
computing 5494-th point: lon=99.500003 lat=25.250558
computing 3119-th point: lon=98.633300 lat=25.549290
computing 7913-th point: lon=100.366700 lat=23.491682
computing 741-th point: lon=97.766699 lat=25.947620
computing 5495-th point: lon=99.500003 lat=25.217404
computing 742-th point: lon=97.766699 lat=25.914459
computing 3120-th point: lon=98.633300 lat=25.516129
computing 5496-th point: lon=99.500003 lat=25.184148
computing 7914-th point: lon=100.366700 lat=23.458535
computing 743-th point: lon=97.766699 lat=25.881196
computing 744-th point: lon=97.766699 lat=25.848036
computing 5497-th point: lon=99.500003 lat=25.150987
computing 3121-th point: lon=98.633300 lat=25.482873
computing 7915-th point: lon=100.366700 lat=23.425381
computing 745-th point: lon=97.766699 lat=25.814868
computing 5498-th point: lon=99.500003 lat=25.117834
computing 746-th point: lon=97.766699 lat=25.781612
computing 5499-th point: lon=99.500003 lat=25.084578
computing 3122-th point: lon=98.633300 lat=25.449713
computing 7916-th point: lon=100.366700 lat=23.392139
computing 747-th point: lon=97.766699 lat=25.748451
computing 5500-th point: lon=99.500003 lat=25.051417
computing 5501-th point: lon=99.500003 lat=25.018263
computing 748-th point: lon=97.766699 lat=25.715291
computing 3123-th point: lon=98.633300 lat=25.416552
computing 7917-th point: lon=100.366700 lat=23.358992
computing 749-th point: lon=97.766699 lat=25.682028
computing 5502-th point: lon=99.500003 lat=24.985007
computing 7918-th point: lon=100.400004 lat=26.345977
computing 3124-th point: lon=98.633300 lat=25.383296
computing 750-th point: lon=97.766699 lat=25.648867
computing 5503-th point: lon=99.500003 lat=24.951853
computing 7919-th point: lon=100.400004 lat=26.312809
computing 751-th point: lon=97.766699 lat=25.615707
computing 5504-th point: lon=99.500003 lat=24.918693
computing 7920-th point: lon=100.400004 lat=26.279546
computing 3125-th point: lon=98.633300 lat=25.350135
computing 752-th point: lon=97.766699 lat=25.582451
computing 5505-th point: lon=99.500003 lat=24.885437
computing 7921-th point: lon=100.400004 lat=26.246386
computing 753-th point: lon=97.766699 lat=25.549290
computing 3126-th point: lon=98.633300 lat=25.316975
computing 5506-th point: lon=99.500003 lat=24.852283
computing 7922-th point: lon=100.400004 lat=26.213219
computing 754-th point: lon=97.766699 lat=25.516129
computing 5507-th point: lon=99.500003 lat=24.819129
computing 7923-th point: lon=100.400004 lat=26.179955
computing 3127-th point: lon=98.633300 lat=25.283719
computing 755-th point: lon=97.766699 lat=25.482873
computing 5508-th point: lon=99.500003 lat=24.785873
computing 7924-th point: lon=100.400004 lat=26.146795
computing 756-th point: lon=97.766699 lat=25.449713
computing 5509-th point: lon=99.500003 lat=24.752719
computing 3128-th point: lon=98.633300 lat=25.250558
computing 7925-th point: lon=100.400004 lat=26.113634
computing 757-th point: lon=97.766699 lat=25.416552
computing 5510-th point: lon=99.500003 lat=24.719565
computing 758-th point: lon=97.766699 lat=25.383296
computing 7926-th point: lon=100.400004 lat=26.080365
computing 5511-th point: lon=99.500003 lat=24.686309
computing 3129-th point: lon=98.633300 lat=25.217404
computing 759-th point: lon=97.766699 lat=25.350135
computing 7927-th point: lon=100.400004 lat=26.047204
computing 5512-th point: lon=99.500003 lat=24.653155
computing 760-th point: lon=97.766699 lat=25.316975
computing 7928-th point: lon=100.400004 lat=26.014043
computing 3130-th point: lon=98.633300 lat=25.184148
computing 5513-th point: lon=99.500003 lat=24.620002
computing 761-th point: lon=97.766699 lat=25.283719
computing 7929-th point: lon=100.400004 lat=25.980780
computing 5514-th point: lon=99.500003 lat=24.586746
computing 762-th point: lon=97.766699 lat=25.250558
computing 3131-th point: lon=98.633300 lat=25.150987
computing 7930-th point: lon=100.400004 lat=25.947620
computing 5515-th point: lon=99.500003 lat=24.553592
computing 763-th point: lon=97.766699 lat=25.217404
computing 7931-th point: lon=100.400004 lat=25.914459
computing 5516-th point: lon=99.500003 lat=24.520438
computing 764-th point: lon=97.766699 lat=25.184148
computing 3132-th point: lon=98.633300 lat=25.117834
computing 7932-th point: lon=100.400004 lat=25.881196
computing 765-th point: lon=97.766699 lat=25.150987
computing 5517-th point: lon=99.500003 lat=24.487189
computing 3133-th point: lon=98.633300 lat=25.084578
computing 766-th point: lon=97.766699 lat=25.117834
computing 7933-th point: lon=100.400004 lat=25.848036
computing 5518-th point: lon=99.500003 lat=24.454035
computing 767-th point: lon=97.766699 lat=25.084578
computing 7934-th point: lon=100.400004 lat=25.814868
computing 5519-th point: lon=99.500003 lat=24.420881
computing 3134-th point: lon=98.633300 lat=25.051417
computing 768-th point: lon=97.766699 lat=25.051417
computing 7935-th point: lon=100.400004 lat=25.781612
computing 5520-th point: lon=99.500003 lat=24.387625
computing 769-th point: lon=97.766699 lat=25.018263
computing 5521-th point: lon=99.500003 lat=24.354478
computing 7936-th point: lon=100.400004 lat=25.748451
computing 3135-th point: lon=98.633300 lat=25.018263
